graph_a,graph_b,space_a,lens_a,space_b,lens_b,metric_zscore_l2_distance,common_metric_count,metrics_used
orb_thermal_pca2_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,orb_thermal,pca2,phys_min,density,2.9833422897722364,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orb_thermal_pca2_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,orb_thermal,pca2,phys_min,domain,2.6611509507601676,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orb_thermal_pca2_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,orb_thermal,pca2,phys_min,pca2,2.1666759159742526,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orb_thermal_pca2_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,orb_thermal,pca2,thermal,density,6.625199085768096,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orb_thermal_pca2_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,orb_thermal,pca2,thermal,domain,3.95912144237102,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orb_thermal_pca2_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,orb_thermal,pca2,thermal,pca2,4.3323184187701145,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,orbital_domain_cubes10_overlap0p35,orbital,density,orbital,domain,4.559568888388327,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,orbital_pca2_cubes10_overlap0p35,orbital,density,orbital,pca2,2.1773156556829556,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_density_density_cubes10_overlap0p35,orbital,density,phys_density,density,5.01084691825519,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_density_domain_cubes10_overlap0p35,orbital,density,phys_density,domain,4.781041450970031,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_density_pca2_cubes10_overlap0p35,orbital,density,phys_density,pca2,5.407479984584401,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,orbital,density,phys_min,density,3.2808966988941033,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,orbital,density,phys_min,domain,4.391450399274391,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,orbital,density,phys_min,pca2,4.7467867666531856,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,orbital,density,thermal,density,3.014996186021247,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,orbital,density,thermal,domain,5.156766437041089,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,orbital,density,thermal,pca2,4.580622013183489,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,orbital_pca2_cubes10_overlap0p35,orbital,domain,orbital,pca2,2.488779018515997,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_density_density_cubes10_overlap0p35,orbital,domain,phys_density,density,3.086901815917946,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_density_domain_cubes10_overlap0p35,orbital,domain,phys_density,domain,3.052534234289292,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_density_pca2_cubes10_overlap0p35,orbital,domain,phys_density,pca2,3.0468691498714997,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,orbital,domain,phys_min,density,1.822232138191709,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,orbital,domain,phys_min,domain,1.740236512692285,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,orbital,domain,phys_min,pca2,1.6493478553140477,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,orbital,domain,thermal,density,6.241245607874631,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,orbital,domain,thermal,domain,3.5343104221365005,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,orbital,domain,thermal,pca2,3.939327045411345,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_density_density_cubes10_overlap0p35,orbital,pca2,phys_density,density,3.4842016746442543,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_density_domain_cubes10_overlap0p35,orbital,pca2,phys_density,domain,3.3046595985457228,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_density_pca2_cubes10_overlap0p35,orbital,pca2,phys_density,pca2,3.808750655798982,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,orbital,pca2,phys_min,density,1.2668366162753082,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,orbital,pca2,phys_min,domain,2.4906469753765967,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,orbital,pca2,phys_min,pca2,2.7716358324745394,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,orbital,pca2,thermal,density,4.373797626948038,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,orbital,pca2,thermal,domain,3.952836774652543,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
orbital_pca2_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,orbital,pca2,thermal,pca2,3.7652192994517244,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,phys_density_domain_cubes10_overlap0p35,phys_density,density,phys_density,domain,1.4970581122699709,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,phys_density_pca2_cubes10_overlap0p35,phys_density,density,phys_density,pca2,1.254981592439793,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,phys_density,density,phys_min,density,3.0965004440869075,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,phys_density,density,phys_min,domain,3.6361574099064256,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_density,density,phys_min,pca2,3.368185826860995,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_density,density,thermal,density,6.755115720241082,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_density,density,thermal,domain,4.592529695363941,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_density,density,thermal,pca2,4.985861740984231,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,phys_density_pca2_cubes10_overlap0p35,phys_density,domain,phys_density,pca2,0.9918713844421024,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,phys_density,domain,phys_min,density,3.0523774912857085,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,phys_density,domain,phys_min,domain,2.969959008735037,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_density,domain,phys_min,pca2,2.951001239704698,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_density,domain,thermal,density,6.6434820470343166,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_density,domain,thermal,domain,5.090030518011482,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_density,domain,thermal,pca2,5.2595784244606945,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,phys_min_density_cubes10_overlap0p35,phys_density,pca2,phys_min,density,3.303261551114921,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,phys_density,pca2,phys_min,domain,3.228308782435694,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_density,pca2,phys_min,pca2,2.973068562078347,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_density,pca2,thermal,density,7.196027384618586,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_density,pca2,thermal,domain,5.065587347702114,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_density_pca2_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_density,pca2,thermal,pca2,5.442027763996714,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,phys_min_domain_cubes10_overlap0p35,phys_min,density,phys_min,domain,1.8314577225895838,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_min,density,phys_min,pca2,1.7761808587803165,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,density,thermal,density,5.313738603083958,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,density,thermal,domain,3.753376277075203,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,density,thermal,pca2,3.9078032123860513,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,phys_min_pca2_cubes10_overlap0p35,phys_min,domain,phys_min,pca2,0.8523340974643263,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,domain,thermal,density,6.329468907347533,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,domain,thermal,domain,4.595565813313508,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,domain,thermal,pca2,4.738376948300661,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_density_cubes10_overlap0p35,phys_min,pca2,thermal,density,6.625916024671142,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,phys_min,pca2,thermal,domain,4.401211081914694,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
phys_min_pca2_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,phys_min,pca2,thermal,pca2,4.732375718715972,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_density_cubes10_overlap0p35,thermal_domain_cubes10_overlap0p35,thermal,density,thermal,domain,5.083905236776962,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_density_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,thermal,density,thermal,pca2,4.084766139974876,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
thermal_domain_cubes10_overlap0p35,thermal_pca2_cubes10_overlap0p35,thermal,domain,thermal,pca2,1.2183510850082675,10,"n_nodes, n_edges, beta_0, beta_1, graph_density, average_degree, average_clustering, mean_node_size, mean_node_imputation_fraction, mean_node_physically_derived_fraction"
