node_id,anchor_pl_name,r_kNN,r_node_median,r_node_q75,delta_rel_neighbors_mean,delta_rel_neighbors_median,delta_rel_neighbors_best,best_radius,deficit_stability_label
cube0_cluster0,TOI-3071 b,0.0909090909008264,-0.0016694490818002,-0.0067014147431074,0.0275127423586396,-0.0016694490818002,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube0_cluster1,Kepler-1323 b,0.0909090909008264,-0.0270270270266617,-0.0196078431370626,0.014758073579034034,-0.0196078431370626,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube0_cluster2,HD 80653 b,0.0909090909008264,-0.0312499999995117,-0.0256410256406969,0.011339355086872602,-0.0256410256406969,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube0_cluster3,Kepler-780 b,0.0909090909008264,-0.0181818181814876,-0.0270270270266617,0.015233415230892366,-0.0181818181814876,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube11_cluster0,HD 206255 b,0.0909090909008264,0.0096153846152921,0.0022935779816461,0.034272684499254864,0.0096153846152921,0.0909090909008264,r_kNN,consistent_positive_deficit
cube11_cluster1,HD 160691 d,0.0909090909008264,-0.0149683362118509,-0.0168989030536564,0.019680617211773034,-0.0149683362118509,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube11_cluster2,TOI-375 c,0.0909090909008264,0.0052356020942134,0.0024330900243249,0.0328592610064549,0.0052356020942134,0.0909090909008264,r_kNN,consistent_positive_deficit
cube11_cluster3,HD 156098 b,0.0909090909008264,-0.0092975206611474,-0.0509363295879959,0.010225080217227699,-0.0092975206611474,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube11_cluster4,Kepler-413 b,0.0909090909008264,-0.0014164305948988,-0.0012062726176101,0.029428795896105836,-0.0012062726176101,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube11_cluster5,TOI-5110 b,0.0909090909008264,-0.5499081445189529,-0.4907945736431731,-0.3165978757537665,-0.4907945736431731,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube12_cluster0,HIP 97166 c,0.0909090909008264,-0.413461538461177,-0.3322884012537448,-0.2182802829380318,-0.3322884012537448,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube12_cluster1,GJ 3293 b,-8.999999991,-11.896551723727706,-11.634615384391642,-10.843722366373116,-11.634615384391642,0.0,r_kNN,no_consistent_deficit
cube13_cluster0,Gl 49 b,0.0909090909008264,0.0011248593925746,-0.0006816632583499,0.030450762345017035,0.0011248593925746,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube13_cluster1,GJ 536 c,0.0909090909008264,-0.0128534704369849,-0.0121028744326686,0.021984248677057634,-0.0121028744326686,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube13_cluster2,BD-06 1339 c,0.0909090909008264,0.0058823529411418,0.0026178010471135,0.03313641496302723,0.0058823529411418,0.0909090909008264,r_kNN,consistent_positive_deficit
cube13_cluster3,HD 40307 f,0.0909090909008264,0.0070921985815099,-0.0020325203251991,0.03198958971904573,0.0070921985815099,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube13_cluster4,Wolf 1061 c,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube13_cluster5,HD 20794 d,0.0909090909008264,0.0277777777770061,0.0078124999999389,0.0421664562259238,0.0277777777770061,0.0909090909008264,r_kNN,consistent_positive_deficit
cube13_cluster6,HD 216520 c,0.0909090909008264,0.0199999999996,0.0055248618784225,0.03881131759294964,0.0199999999996,0.0909090909008264,r_kNN,consistent_positive_deficit
cube13_cluster7,HD 20781 e,0.0909090909008264,0.0144927536229783,0.0105263157893628,0.03864272010438917,0.0144927536229783,0.0909090909008264,r_kNN,consistent_positive_deficit
cube13_cluster8,GJ 3998 d,0.0909090909008264,0.0185185185181755,-0.01444223107569,0.03166179278110397,0.0185185185181755,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube13_cluster9,GJ 667 C b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube17_cluster0,HD 60292 b,0.0909090909008264,0.0075187969924246,0.0074626865671084,0.03529685815345313,0.0075187969924246,0.0909090909008264,r_kNN,consistent_positive_deficit
cube17_cluster1,14 And b,0.0909090909008264,0.0434782608676748,0.0370370370356652,0.05714146293472213,0.0434782608676748,0.0909090909008264,r_kNN,consistent_positive_deficit
cube17_cluster10,HD 4313 b,0.0909090909008264,0.1666666666388888,0.0833333333263888,0.11363636362203466,0.0909090909008264,0.1666666666388888,r_node_median,consistent_positive_deficit
cube17_cluster11,HD 86950 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube17_cluster12,Kepler-413 b,0.0909090909008264,-0.0014164305948988,-0.0012062726176101,0.029428795896105836,-0.0012062726176101,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube17_cluster2,HIP 90988 b,0.0909090909008264,0.1111111110987654,0.0158730158727639,0.07263107262411857,0.0909090909008264,0.1111111110987654,r_node_median,consistent_positive_deficit
cube17_cluster3,HD 11977 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube17_cluster4,HD 206255 b,0.0909090909008264,0.0096153846152921,0.0022935779816461,0.034272684499254864,0.0096153846152921,0.0909090909008264,r_kNN,consistent_positive_deficit
cube17_cluster5,HD 110014 b,0.0909090909008264,0.1666666666388888,0.0074074074073525,0.08832772164902257,0.0909090909008264,0.1666666666388888,r_node_median,consistent_positive_deficit
cube17_cluster6,HD 174205 b,0.0909090909008264,0.0333333333322222,0.030303030302112,0.0515151515117202,0.0333333333322222,0.0909090909008264,r_kNN,consistent_positive_deficit
cube17_cluster7,TOI-375 c,0.0909090909008264,0.0052356020942134,0.0024330900243249,0.0328592610064549,0.0052356020942134,0.0909090909008264,r_kNN,consistent_positive_deficit
cube17_cluster8,HD 111591 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube17_cluster9,HD 173416 b,0.0909090909008264,0.0053763440859926,0.0024813895781576,0.032922274854992196,0.0053763440859926,0.0909090909008264,r_kNN,consistent_positive_deficit
cube18_cluster0,HD 11506 c,-8.999999991,-0.4308093994766819,-0.2750716332374283,-3.2352936745713694,-0.4308093994766819,0.0,r_node_q75,no_consistent_deficit
cube18_cluster1,HD 11977 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube18_cluster2,HD 111591 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube18_cluster3,HD 86950 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube19_cluster0,HD 114729 b,0.0909090909008264,0.0043290043289855,0.0022471910112309,0.03249509541368093,0.0043290043289855,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster1,BD-06 1339 c,0.0909090909008264,0.0058823529411418,0.0026178010471135,0.03313641496302723,0.0058823529411418,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster10,HD 216520 c,0.0909090909008264,0.0199999999996,0.0055248618784225,0.03881131759294964,0.0199999999996,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster11,HD 20781 e,0.0909090909008264,0.0144927536229783,0.0105263157893628,0.03864272010438917,0.0144927536229783,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster2,GJ 3138 d,0.0909090909008264,0.0243902439018441,0.0086956521738374,0.04133166232550263,0.0243902439018441,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster3,HIP 38594 b,0.0909090909008264,0.0047169811320532,0.0,0.0318753573442932,0.0047169811320532,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube19_cluster4,BD-17 63 b,0.0909090909008264,0.0046948356807291,-0.0577540106951253,0.012616638628810068,0.0046948356807291,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube19_cluster5,HD 42012 b,0.0909090909008264,0.008264462809849,0.0034013605442061,0.0341916380849605,0.008264462809849,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster6,TYC 2187-512-1 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube19_cluster7,HIP 109384 b,0.0909090909008264,0.0025974025973958,0.0014450867052002,0.03165052673447413,0.0025974025973958,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster8,Kepler-48 e,0.0909090909008264,0.0054347826086661,0.0030674846625672,0.033137119390686566,0.0054347826086661,0.0909090909008264,r_kNN,consistent_positive_deficit
cube19_cluster9,HD 20794 d,0.0909090909008264,0.0277777777770061,0.0078124999999389,0.0421664562259238,0.0277777777770061,0.0909090909008264,r_kNN,consistent_positive_deficit
cube1_cluster0,55 Cnc e,0.0909090909008264,0.0172413793100475,0.0116279069766089,0.03992612572916093,0.0172413793100475,0.0909090909008264,r_kNN,consistent_positive_deficit
cube1_cluster1,GJ 3138 b,0.0909090909008264,0.0038610038609889,-0.1510914051841231,-0.018773770140769263,0.0038610038609889,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube1_cluster2,TOI-1807 b,0.0,0.0,-0.19999999998,-0.06666666666,0.0,0.0,r_kNN,no_consistent_deficit
cube1_cluster4,K2-147 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube1_cluster5,Kepler-732 c,-2.333333332555556,0.0,-0.9999999995,-1.1111111106851854,-0.9999999995,0.0,r_node_median,no_consistent_deficit
cube24_cluster0,HD 60292 b,0.0909090909008264,0.0075187969924246,0.0074626865671084,0.03529685815345313,0.0075187969924246,0.0909090909008264,r_kNN,consistent_positive_deficit
cube24_cluster1,24 Sex b,0.0909090909008264,0.0232558139529475,0.0147058823527249,0.04295692906883294,0.0232558139529475,0.0909090909008264,r_kNN,consistent_positive_deficit
cube24_cluster2,HD 11977 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube24_cluster3,HD 110014 b,0.0909090909008264,0.1666666666388888,0.0074074074073525,0.08832772164902257,0.0909090909008264,0.1666666666388888,r_node_median,consistent_positive_deficit
cube24_cluster4,HD 174205 b,0.0909090909008264,0.0333333333322222,0.030303030302112,0.0515151515117202,0.0333333333322222,0.0909090909008264,r_kNN,consistent_positive_deficit
cube24_cluster5,HD 111591 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube24_cluster6,HD 86950 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube25_cluster0,HD 221585 b,0.0909090909008264,-0.2232558139524499,-0.2276422764221473,-0.11999633315792359,-0.2232558139524499,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube25_cluster1,HD 62549 b,0.2499999999375,0.1666666666388888,0.124999999984375,0.1805555555202546,0.1666666666388888,0.2499999999375,r_kNN,consistent_positive_deficit
cube25_cluster2,HD 217107 c,0.1666666666388888,0.0588235294083045,0.0399999999984,0.08849673201519775,0.0588235294083045,0.1666666666388888,r_kNN,consistent_positive_deficit
cube25_cluster3,HD 11977 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube25_cluster5,HD 95872 b,-0.3333333332222222,-1.19999999976,-1.666666666388889,-1.066666666457037,-1.19999999976,0.0,r_kNN,no_consistent_deficit
cube25_cluster6,HD 142 c,0.2499999999375,0.19999999996,0.1428571428367347,0.19761904757807824,0.19999999996,0.2499999999375,r_kNN,consistent_positive_deficit
cube25_cluster7,HD 111591 b,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube25_cluster8,HD 86950 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube26_cluster0,HD 167677 b,0.0909090909008264,0.0074074074073525,0.0040983606557209,0.034138286321299935,0.0074074074073525,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster1,HD 62549 b,0.2499999999375,0.1666666666388888,0.124999999984375,0.1805555555202546,0.1666666666388888,0.2499999999375,r_kNN,consistent_positive_deficit
cube26_cluster10,HD 240210 b,0.0909090909008264,0.0041841004183925,0.0018315018314984,0.0323082310502391,0.0041841004183925,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster11,HD 13931 b,0.19999999996,0.1111111110987654,0.0555555555524691,0.12222222220374485,0.1111111110987654,0.19999999996,r_kNN,consistent_positive_deficit
cube26_cluster12,Kepler-48 e,0.0909090909008264,0.0054347826086661,0.0030674846625672,0.033137119390686566,0.0054347826086661,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster13,HD 154345 b,0.0909090909008264,0.0344827586195005,0.0192307692303994,0.04820753958357543,0.0344827586195005,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster14,HD 89307 b,0.0909090909008264,0.009345794392436,0.0046082949308543,0.0349543934080389,0.009345794392436,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster2,HD 217107 c,0.1666666666388888,0.0588235294083045,0.0434782608676748,0.08965615230495604,0.0588235294083045,0.1666666666388888,r_kNN,consistent_positive_deficit
cube26_cluster3,HD 114729 b,0.0909090909008264,0.0043290043289855,0.0022471910112309,0.03249509541368093,0.0043290043289855,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster4,BD-17 63 b,0.0909090909008264,0.0046948356807291,-0.0577540106951253,0.012616638628810068,0.0046948356807291,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube26_cluster5,HD 72659 b,0.0909090909008264,0.0061728395061347,0.00584795321634,0.03430996120776703,0.0061728395061347,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster6,HD 42012 b,0.0909090909008264,0.008264462809849,0.0034013605442061,0.0341916380849605,0.008264462809849,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster7,HD 32963 b,0.0909090909008264,0.0158730158727639,0.0079365079364449,0.038239538236678396,0.0158730158727639,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster8,HD 37605 c,0.0909090909008264,0.0185185185181755,0.0064516129031841,0.03862640744072867,0.0185185185181755,0.0909090909008264,r_kNN,consistent_positive_deficit
cube26_cluster9,TYC 2187-512-1 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube2_cluster0,Kepler-1350 c,0.0909090909008264,-0.0224438902742862,-0.09280575539565,-0.008113518256369934,-0.0224438902742862,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube2_cluster1,K2-104 b,0.0909090909008264,0.0014285714285693,0.000568828213879,0.030968830181091565,0.0014285714285693,0.0909090909008264,r_kNN,consistent_positive_deficit
cube2_cluster2,G 264-012 b,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube2_cluster3,Kepler-732 c,0.0909090909008264,0.1428571428367347,0.0156249999997558,0.0831304112457723,0.0909090909008264,0.1428571428367347,r_node_median,consistent_positive_deficit
cube32_cluster0,HD 62549 b,0.2499999999375,0.1666666666388888,0.124999999984375,0.1805555555202546,0.1666666666388888,0.2499999999375,r_kNN,consistent_positive_deficit
cube32_cluster1,HD 217107 c,0.1666666666388888,0.0588235294083045,0.0399999999984,0.08849673201519775,0.0588235294083045,0.1666666666388888,r_kNN,consistent_positive_deficit
cube32_cluster2,HD 11112 b,0.2499999999375,0.2499999999375,0.0,0.166666666625,0.2499999999375,0.2499999999375,r_kNN,radius_sensitive_deficit
cube32_cluster3,HD 11506 d,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube32_cluster4,HD 142 c,0.2499999999375,0.19999999996,0.1428571428367347,0.19761904757807824,0.19999999996,0.2499999999375,r_kNN,consistent_positive_deficit
cube33_cluster0,HD 62549 b,0.2499999999375,0.1666666666388888,0.124999999984375,0.1805555555202546,0.1666666666388888,0.2499999999375,r_kNN,consistent_positive_deficit
cube33_cluster1,HD 217107 c,0.1666666666388888,0.0588235294083045,0.0434782608676748,0.08965615230495604,0.0588235294083045,0.1666666666388888,r_kNN,consistent_positive_deficit
cube33_cluster2,HD 155918 c,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube33_cluster3,HD 11506 d,0.2499999999375,0.3333333332222222,0.2499999999375,0.277777777699074,0.2499999999375,0.3333333332222222,r_node_median,consistent_positive_deficit
cube5_cluster0,HD 109749 b,0.0909090909008264,-0.0050709939148021,-0.0097664543524374,0.025357214211195633,-0.0050709939148021,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube5_cluster1,Kepler-1323 b,0.0909090909008264,-0.0270270270266617,-0.0196078431370626,0.014758073579034034,-0.0196078431370626,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube5_cluster2,HD 80653 b,0.0909090909008264,-0.0312499999995117,-0.0256410256406969,0.011339355086872602,-0.0256410256406969,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube5_cluster3,Kepler-780 b,0.0909090909008264,-0.0181818181814876,-0.0270270270266617,0.015233415230892366,-0.0181818181814876,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube6_cluster0,GJ 3942 b,0.0909090909008264,-0.2408491947289598,-0.2229783827060756,-0.12430616217806967,-0.2229783827060756,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube6_cluster1,55 Cnc e,0.0909090909008264,0.0172413793100475,0.0116279069766089,0.03992612572916093,0.0172413793100475,0.0909090909008264,r_kNN,consistent_positive_deficit
cube6_cluster2,Kepler-828 b,0.19999999996,0.124999999984375,0.0909090909008264,0.13863636361506712,0.124999999984375,0.19999999996,r_kNN,consistent_positive_deficit
cube6_cluster3,K2-147 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube6_cluster4,Kepler-732 c,-2.333333332555556,0.0,-0.9999999995,-1.1111111106851854,-0.9999999995,0.0,r_node_median,no_consistent_deficit
cube7_cluster0,HD 48948 b,0.0909090909008264,-0.0052395209580799,-0.0073732718893975,0.026098766017782996,-0.0052395209580799,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube7_cluster1,GJ 1265 b,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube7_cluster2,Wolf 1061 c,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube7_cluster4,Kepler-1350 c,0.0909090909008264,-0.0224438902742862,-0.09280575539565,-0.008113518256369934,-0.0224438902742862,0.0909090909008264,r_kNN,radius_sensitive_deficit
cube7_cluster5,G 264-012 b,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube7_cluster6,Kepler-732 c,0.0909090909008264,0.1428571428367347,0.0156249999997558,0.0831304112457723,0.0909090909008264,0.1428571428367347,r_node_median,consistent_positive_deficit
cube7_cluster7,GJ 667 C b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube7_cluster8,TOI-1680 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube7_cluster9,GJ 3988 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube8_cluster0,GJ 1265 b,0.2499999999375,0.2499999999375,0.19999999996,0.2333333332783333,0.2499999999375,0.2499999999375,r_kNN,consistent_positive_deficit
cube8_cluster1,TOI-1680 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
cube8_cluster2,GJ 3988 b,0.2499999999375,0.3333333332222222,0.3333333332222222,0.3055555554606481,0.3333333332222222,0.3333333332222222,r_node_median,consistent_positive_deficit
